            table_name            |           column_name            |          data_type          
----------------------------------+----------------------------------+-----------------------------
 adaptive_thresholds              | id                               | integer
 adaptive_thresholds              | threshold_key                    | character varying
 adaptive_thresholds              | event_type                       | character varying
 adaptive_thresholds              | sector                           | character varying
 adaptive_thresholds              | metric_type                      | character varying
 adaptive_thresholds              | default_value                    | real
 adaptive_thresholds              | learned_value                    | real
 adaptive_thresholds              | sample_count                     | integer
 adaptive_thresholds              | last_correction_at               | timestamp without time zone
 adaptive_thresholds              | created_at                       | timestamp without time zone
 advisory_chat_messages           | id                               | integer
 advisory_chat_messages           | session_key                      | character varying
 advisory_chat_messages           | role                             | character varying
 advisory_chat_messages           | content                          | text
 advisory_chat_messages           | event_ids                        | json
 advisory_chat_messages           | created_at                       | timestamp without time zone
 agentic_analyses                 | id                               | integer
 agentic_analyses                 | session_id                       | character varying
 agentic_analyses                 | q1_role                          | character varying
 agentic_analyses                 | q2_challenge                     | character varying
 agentic_analyses                 | q3_event_type                    | character varying
 agentic_analyses                 | primary_bundle                   | character varying
 agentic_analyses                 | bundle_letter                    | character varying
 agentic_analyses                 | score                            | real
 agentic_analyses                 | ai_action                        | text
 agentic_analyses                 | roi_preview                      | character varying
 agentic_analyses                 | interconnections                 | text
 agentic_analyses                 | created_at                       | timestamp without time zone
 aggregate_intelligence           | id                               | integer
 aggregate_intelligence           | event_type                       | character varying
 aggregate_intelligence           | sentiment_score                  | real
 aggregate_intelligence           | engagement_level                 | character varying
 aggregate_intelligence           | compliance_risk                  | character varying
 aggregate_intelligence           | word_count_range                 | character varying
 aggregate_intelligence           | event_quarter                    | character varying
 aggregate_intelligence           | source_type                      | character varying
 aggregate_intelligence           | created_at                       | timestamp without time zone
 agm_dissent_patterns             | id                               | integer
 agm_dissent_patterns             | client_name                      | character varying
 agm_dissent_patterns             | pattern_type                     | character varying
 agm_dissent_patterns             | category                         | character varying
 agm_dissent_patterns             | description                      | text
 agm_dissent_patterns             | frequency                        | integer
 agm_dissent_patterns             | confidence                       | real
 agm_dissent_patterns             | first_seen                       | timestamp without time zone
 agm_dissent_patterns             | last_seen                        | timestamp without time zone
 agm_dissent_patterns             | session_ids                      | json
 agm_dissent_patterns             | evidence_data                    | json
 agm_dissent_patterns             | action_recommendation            | text
 agm_dissent_patterns             | decayed_score                    | real
 agm_dissent_patterns             | created_at                       | timestamp without time zone
 agm_dissent_patterns             | updated_at                       | timestamp without time zone
 agm_governance_observations      | id                               | integer
 agm_governance_observations      | session_id                       | integer
 agm_governance_observations      | algorithm_source                 | character varying
 agm_governance_observations      | observation_type                 | character varying
 agm_governance_observations      | severity                         | character varying
 agm_governance_observations      | title                            | character varying
 agm_governance_observations      | detail                           | text
 agm_governance_observations      | confidence                       | real
 agm_governance_observations      | related_resolution_id            | integer
 agm_governance_observations      | raw_data                         | json
 agm_governance_observations      | fed_to_evolution                 | boolean
 agm_governance_observations      | created_at                       | timestamp without time zone
 agm_governance_scores            | id                               | integer
 agm_governance_scores            | session_id                       | integer
 agm_governance_scores            | company                          | character varying
 agm_governance_scores            | overall_score                    | integer
 agm_governance_scores            | calculated_at                    | timestamp without time zone
 agm_intelligence_sessions        | id                               | integer
 agm_intelligence_sessions        | user_id                          | integer
 agm_intelligence_sessions        | shadow_session_id                | integer
 agm_intelligence_sessions        | client_name                      | character varying
 agm_intelligence_sessions        | agm_title                        | character varying
 agm_intelligence_sessions        | agm_date                         | character varying
 agm_intelligence_sessions        | jurisdiction                     | character varying
 agm_intelligence_sessions        | total_resolutions                | integer
 agm_intelligence_sessions        | resolutions_carried              | integer
 agm_intelligence_sessions        | resolutions_defeated             | integer
 agm_intelligence_sessions        | quorum_met                       | boolean
 agm_intelligence_sessions        | quorum_percentage                | real
 agm_intelligence_sessions        | attendance_count                 | integer
 agm_intelligence_sessions        | proxy_count                      | integer
 agm_intelligence_sessions        | overall_sentiment                | real
 agm_intelligence_sessions        | governance_score                 | real
 agm_intelligence_sessions        | dissent_index                    | real
 agm_intelligence_sessions        | regulatory_alerts                | integer
 agm_intelligence_sessions        | qa_questions_total               | integer
 agm_intelligence_sessions        | qa_questions_governance          | integer
 agm_intelligence_sessions        | ai_governance_report             | json
 agm_intelligence_sessions        | evolution_observations_generated | integer
 agm_intelligence_sessions        | status                           | character varying
 agm_intelligence_sessions        | created_at                       | timestamp without time zone
 agm_intelligence_sessions        | updated_at                       | timestamp without time zone
 agm_resolutions                  | id                               | integer
 agm_resolutions                  | session_id                       | integer
 agm_resolutions                  | resolution_number                | integer
 agm_resolutions                  | title                            | character varying
 agm_resolutions                  | category                         | character varying
 agm_resolutions                  | proposed_by                      | character varying
 agm_resolutions                  | sentiment_during_debate          | real
 agm_resolutions                  | predicted_approval_pct           | real
 agm_resolutions                  | actual_approval_pct              | real
 agm_resolutions                  | prediction_accuracy              | real
 agm_resolutions                  | dissenter_count                  | integer
 agm_resolutions                  | compliance_flags                 | json
 agm_resolutions                  | ai_analysis                      | json
 agm_resolutions                  | status                           | character varying
 agm_resolutions                  | created_at                       | timestamp without time zone
 agm_resolutions                  | updated_at                       | timestamp without time zone
 agm_shareholder_signals          | id                               | integer
 agm_shareholder_signals          | session_id                       | integer
 agm_shareholder_signals          | resolution_id                    | integer
 agm_shareholder_signals          | signal_type                      | character varying
 agm_shareholder_signals          | speaker                          | character varying
 agm_shareholder_signals          | segment_text                     | text
 agm_shareholder_signals          | confidence                       | real
 agm_shareholder_signals          | detected_at                      | timestamp without time zone
 ai_am_audit_log                  | id                               | character varying
 ai_am_audit_log                  | event_id                         | character varying
 ai_am_audit_log                  | action                           | character varying
 ai_am_audit_log                  | action_by                        | character varying
 ai_am_audit_log                  | action_by_role                   | character varying
 ai_am_audit_log                  | target_violation_id              | character varying
 ai_am_audit_log                  | target_speaker                   | character varying
 ai_am_audit_log                  | details                          | text
 ai_am_audit_log                  | timestamp                        | bigint
 ai_am_audit_log                  | ip_address                       | character varying
 ai_am_audit_log                  | user_agent                       | character varying
 ai_am_audit_log                  | hash                             | character varying
 ai_am_audit_log                  | previous_hash                    | character varying
 ai_evolution_observations        | id                               | integer
 ai_evolution_observations        | source_type                      | character varying
 ai_evolution_observations        | source_id                        | integer
 ai_evolution_observations        | event_type                       | character varying
 ai_evolution_observations        | client_name                      | character varying
 ai_evolution_observations        | observation_type                 | character varying
 ai_evolution_observations        | module_name                      | character varying
 ai_evolution_observations        | observation                      | text
 ai_evolution_observations        | confidence                       | real
 ai_evolution_observations        | suggested_capability             | character varying
 ai_evolution_observations        | raw_context                      | json
 ai_evolution_observations        | cluster_id                       | integer
 ai_evolution_observations        | created_at                       | timestamp without time zone
 ai_generated_content             | id                               | integer
 ai_generated_content             | event_id                         | integer
 ai_generated_content             | content_type                     | character varying
 ai_generated_content             | title                            | character varying
 ai_generated_content             | content                          | text
 ai_generated_content             | edited_content                   | text
 ai_generated_content             | status                           | character varying
 ai_generated_content             | recipients                       | text
 ai_generated_content             | generated_at                     | timestamp without time zone
 ai_generated_content             | generated_by                     | integer
 ai_generated_content             | approved_at                      | timestamp without time zone
 ai_generated_content             | approved_by                      | integer
 ai_generated_content             | rejected_at                      | timestamp without time zone
 ai_generated_content             | rejection_reason                 | text
 ai_generated_content             | sent_at                          | timestamp without time zone
 ai_generated_content             | sent_to                          | text
 ai_generated_content             | updated_at                       | timestamp without time zone
 ai_tool_proposals                | id                               | integer
 ai_tool_proposals                | title                            | character varying
 ai_tool_proposals                | description                      | text
 ai_tool_proposals                | category                         | character varying
 ai_tool_proposals                | rationale                        | text
 ai_tool_proposals                | evidence_count                   | integer
 ai_tool_proposals                | avg_confidence                   | real
 ai_tool_proposals                | observation_ids                  | json
 ai_tool_proposals                | status                           | character varying
 ai_tool_proposals                | estimated_impact                 | character varying
 ai_tool_proposals                | prompt_template                  | text
 ai_tool_proposals                | module_spec                      | json
 ai_tool_proposals                | created_at                       | timestamp without time zone
 ai_tool_proposals                | updated_at                       | timestamp without time zone
 aic_analysis_jobs                | id                               | uuid
 aic_analysis_jobs                | event_id                         | character varying
 aic_analysis_jobs                | organisation_id                  | character varying
 aic_analysis_jobs                | requested_modules                | ARRAY
 aic_analysis_jobs                | completed_modules                | ARRAY
 aic_analysis_jobs                | failed_modules                   | ARRAY
 aic_analysis_jobs                | overall_status                   | USER-DEFINED
 aic_analysis_jobs                | error_message                    | text
 aic_analysis_jobs                | duration_ms                      | double precision
 aic_analysis_jobs                | created_at                       | timestamp with time zone
 aic_analysis_jobs                | updated_at                       | timestamp with time zone
 aic_analysis_results             | id                               | uuid
 aic_analysis_results             | job_id                           | uuid
 aic_analysis_results             | event_id                         | character varying
 aic_analysis_results             | module_name                      | character varying
 aic_analysis_results             | status                           | character varying
 aic_analysis_results             | result_payload                   | jsonb
 aic_analysis_results             | error_message                    | text
 aic_analysis_results             | created_at                       | timestamp with time zone
 aic_benchmarks                   | id                               | uuid
 aic_benchmarks                   | segment_key                      | character varying
 aic_benchmarks                   | segment_type                     | character varying
 aic_benchmarks                   | segment_value                    | character varying
 aic_benchmarks                   | event_count                      | integer
 aic_benchmarks                   | organisation_count               | integer
 aic_benchmarks                   | compliance_baselines             | jsonb
 aic_benchmarks                   | commitment_baselines             | jsonb
 aic_benchmarks                   | drift_baselines                  | jsonb
 aic_benchmarks                   | sentiment_baselines              | jsonb
 aic_benchmarks                   | governance_baselines             | jsonb
 aic_benchmarks                   | topic_baselines                  | jsonb
 aic_benchmarks                   | summary                          | jsonb
 aic_benchmarks                   | confidence                       | double precision
 aic_benchmarks                   | version                          | integer
 aic_benchmarks                   | created_at                       | timestamp with time zone
 aic_benchmarks                   | updated_at                       | timestamp with time zone
 aic_benchmarks                   | last_refresh_source              | character varying
 aic_benchmarks                   | refresh_scope                    | character varying
 aic_benchmarks                   | low_sample                       | boolean
 aic_benchmarks                   | fallback_segment_used            | character varying
 aic_briefings                    | id                               | uuid
 aic_briefings                    | organisation_id                  | character varying
 aic_briefings                    | event_id                         | character varying
 aic_briefings                    | event_name                       | character varying
 aic_briefings                    | event_type                       | character varying
 aic_briefings                    | likely_topics                    | jsonb
 aic_briefings                    | pressure_points                  | jsonb
 aic_briefings                    | sentiment_summary                | jsonb
 aic_briefings                    | predicted_questions              | jsonb
 aic_briefings                    | narrative_risk                   | jsonb
 aic_briefings                    | signals_used                     | integer
 aic_briefings                    | commitments_referenced           | integer
 aic_briefings                    | drift_events_referenced          | integer
 aic_briefings                    | confidence                       | double precision
 aic_briefings                    | duration_ms                      | double precision
 aic_briefings                    | created_at                       | timestamp with time zone
 aic_commitments                  | id                               | uuid
 aic_commitments                  | job_id                           | uuid
 aic_commitments                  | event_id                         | character varying
 aic_commitments                  | organisation_id                  | character varying
 aic_commitments                  | speaker_id                       | character varying
 aic_commitments                  | speaker_name                     | character varying
 aic_commitments                  | commitment_text                  | text
 aic_commitments                  | full_segment_text                | text
 aic_commitments                  | commitment_type                  | character varying
 aic_commitments                  | deadline                         | character varying
 aic_commitments                  | has_quantitative_target          | boolean
 aic_commitments                  | quantitative_values              | ARRAY
 aic_commitments                  | confidence                       | double precision
 aic_commitments                  | segment_index                    | integer
 aic_commitments                  | start_time                       | double precision
 aic_commitments                  | status                           | USER-DEFINED
 aic_commitments                  | created_at                       | timestamp with time zone
 aic_compliance_flags             | id                               | uuid
 aic_compliance_flags             | job_id                           | uuid
 aic_compliance_flags             | event_id                         | character varying
 aic_compliance_flags             | organisation_id                  | character varying
 aic_compliance_flags             | segment_index                    | integer
 aic_compliance_flags             | speaker_id                       | character varying
 aic_compliance_flags             | speaker_name                     | character varying
 aic_compliance_flags             | flag_type                        | character varying
 aic_compliance_flags             | matched_pattern                  | character varying
 aic_compliance_flags             | severity                         | character varying
 aic_compliance_flags             | segment_text                     | text
 aic_compliance_flags             | start_time                       | double precision
 aic_compliance_flags             | created_at                       | timestamp with time zone
 aic_drift_events                 | id                               | uuid
 aic_drift_events                 | commitment_id                    | uuid
 aic_drift_events                 | job_id                           | uuid
 aic_drift_events                 | event_id                         | character varying
 aic_drift_events                 | organisation_id                  | character varying
 aic_drift_events                 | source_type                      | character varying
 aic_drift_events                 | source_reference                 | text
 aic_drift_events                 | drift_type                       | character varying
 aic_drift_events                 | severity                         | character varying
 aic_drift_events                 | matched_text                     | text
 aic_drift_events                 | explanation                      | text
 aic_drift_events                 | confidence                       | double precision
 aic_drift_events                 | original_commitment_text         | text
 aic_drift_events                 | created_at                       | timestamp with time zone
 aic_events                       | id                               | uuid
 aic_events                       | organisation_id                  | character varying
 aic_events                       | title                            | character varying
 aic_events                       | event_type                       | character varying
 aic_events                       | source_platform                  | character varying
 aic_events                       | scheduled_at                     | timestamp with time zone
 aic_events                       | raw_payload                      | jsonb
 aic_events                       | canonical_event_model            | jsonb
 aic_events                       | status                           | USER-DEFINED
 aic_events                       | created_at                       | timestamp with time zone
 aic_events                       | updated_at                       | timestamp with time zone
 aic_governance_records           | id                               | uuid
 aic_governance_records           | organisation_id                  | character varying
 aic_governance_records           | event_id                         | character varying
 aic_governance_records           | event_name                       | character varying
 aic_governance_records           | event_type                       | character varying
 aic_governance_records           | event_date                       | timestamp with time zone
 aic_governance_records           | record_type                      | character varying
 aic_governance_records           | meeting_summary                  | jsonb
 aic_governance_records           | commitment_register              | jsonb
 aic_governance_records           | risk_compliance_summary          | jsonb
 aic_governance_records           | matters_arising                  | jsonb
 aic_governance_records           | data_sources                     | jsonb
 aic_governance_records           | confidence                       | double precision
 aic_governance_records           | duration_ms                      | double precision
 aic_governance_records           | created_at                       | timestamp with time zone
 aic_org_profiles                 | id                               | uuid
 aic_org_profiles                 | organisation_id                  | character varying
 aic_org_profiles                 | speaker_profiles                 | jsonb
 aic_org_profiles                 | compliance_risk_profile          | jsonb
 aic_org_profiles                 | commitment_delivery_profile      | jsonb
 aic_org_profiles                 | stakeholder_relationship_profile | jsonb
 aic_org_profiles                 | governance_trajectory_profile    | jsonb
 aic_org_profiles                 | sector_context                   | jsonb
 aic_org_profiles                 | profile_summary                  | jsonb
 aic_org_profiles                 | events_incorporated              | integer
 aic_org_profiles                 | last_event_id                    | character varying
 aic_org_profiles                 | confidence                       | double precision
 aic_org_profiles                 | version                          | integer
 aic_org_profiles                 | created_at                       | timestamp with time zone
 aic_org_profiles                 | updated_at                       | timestamp with time zone
 aic_stakeholder_signals          | id                               | uuid
 aic_stakeholder_signals          | organisation_id                  | character varying
 aic_stakeholder_signals          | signal_type                      | character varying
 aic_stakeholder_signals          | source_name                      | character varying
 aic_stakeholder_signals          | source_url                       | text
 aic_stakeholder_signals          | author                           | character varying
 aic_stakeholder_signals          | title                            | character varying
 aic_stakeholder_signals          | content                          | text
 aic_stakeholder_signals          | sentiment                        | character varying
 aic_stakeholder_signals          | sentiment_score                  | double precision
 aic_stakeholder_signals          | topics                           | jsonb
 aic_stakeholder_signals          | relevance_score                  | double precision
 aic_stakeholder_signals          | signal_date                      | timestamp with time zone
 aic_stakeholder_signals          | signal_metadata                  | jsonb
 aic_stakeholder_signals          | created_at                       | timestamp with time zone
 alert_history                    | id                               | integer
 alert_history                    | operator_id                      | character varying
 alert_history                    | event_id                         | character varying
 alert_history                    | violation_id                     | character varying
 alert_history                    | channel                          | character varying
 alert_history                    | status                           | character varying
 alert_history                    | action                           | character varying
 alert_history                    | actor_id                         | character varying
 alert_history                    | sent_at                          | timestamp without time zone
 alert_history                    | details                          | text
 alert_history                    | created_at                       | timestamp without time zone
 alert_preferences                | id                               | integer
 alert_preferences                | operator_id                      | character varying
 alert_preferences                | event_id                         | character varying
 alert_preferences                | email_notifications_enabled      | smallint
 alert_preferences                | sms_notifications_enabled        | smallint
 alert_preferences                | in_app_notifications_enabled     | smallint
 alert_preferences                | email_address                    | character varying
 alert_preferences                | phone_number                     | character varying
 alert_preferences                | critical_only                    | smallint
 alert_preferences                | quiet_hours_enabled              | smallint
 alert_preferences                | quiet_hours_start                | character varying
 alert_preferences                | quiet_hours_end                  | character varying
 alert_preferences                | timezone                         | character varying
 alert_preferences                | monitored_violation_types        | text
 alert_preferences                | created_at                       | timestamp without time zone
 alert_preferences                | updated_at                       | timestamp without time zone
 analyst_consensus_data           | id                               | integer
 analyst_consensus_data           | briefing_id                      | integer
 analyst_consensus_data           | metric                           | character varying
 analyst_consensus_data           | consensus_value                  | real
 analyst_consensus_data           | low_estimate                     | real
 analyst_consensus_data           | high_estimate                    | real
 analyst_consensus_data           | num_analysts                     | integer
 analyst_consensus_data           | revision_trend                   | character varying
 analyst_consensus_data           | created_at                       | timestamp without time zone
 analyst_expectation_audits       | id                               | integer
 analyst_expectation_audits       | compass_id                       | integer
 analyst_expectation_audits       | analyst_name                     | character varying
 analyst_expectation_audits       | consensus_eps                    | real
 analyst_expectation_audits       | consensus_revenue                | real
 analyst_expectation_audits       | consensus_growth                 | real
 analyst_expectation_audits       | prior_guidance                   | text
 analyst_expectation_audits       | surprise_risk                    | character varying
 analyst_expectation_audits       | key_expectations                 | text
 analyst_expectation_audits       | created_at                       | timestamp without time zone
 approved_questions_queue         | id                               | integer
 approved_questions_queue         | session_id                       | integer
 approved_questions_queue         | question_id                      | integer
 approved_questions_queue         | question_text                    | text
 approved_questions_queue         | asker_name                       | character varying
 approved_questions_queue         | asker_firm                       | character varying
 approved_questions_queue         | ai_suggested_answer              | text
 approved_questions_queue         | status                           | character varying
 approved_questions_queue         | queued_at                        | timestamp without time zone
 approved_questions_queue         | answered_at                      | timestamp without time zone
 approved_questions_queue         | operator_id                      | integer
 approved_questions_queue         | queue_position                   | integer
 approved_questions_queue         | sent_to_speaker_at               | timestamp without time zone
 approved_questions_queue         | created_at                       | timestamp without time zone
 archive_events                   | id                               | integer
 archive_events                   | event_id                         | character varying
 archive_events                   | client_name                      | character varying
 archive_events                   | event_name                       | character varying
 archive_events                   | event_type                       | character varying
 archive_events                   | event_date                       | character varying
 archive_events                   | platform                         | character varying
 archive_events                   | transcript_text                  | text
 archive_events                   | word_count                       | integer
 archive_events                   | segment_count                    | integer
 archive_events                   | sentiment_avg                    | real
 archive_events                   | compliance_flags                 | integer
 archive_events                   | tagged_metrics_generated         | integer
 archive_events                   | status                           | character varying
 archive_events                   | notes                            | text
 archive_events                   | ai_report                        | json
 archive_events                   | specialised_analysis             | json
 archive_events                   | specialised_algorithms_run       | integer
 archive_events                   | specialised_session_id           | integer
 archive_events                   | specialised_session_type         | character varying
 archive_events                   | recording_path                   | character varying
 archive_events                   | created_at                       | timestamp without time zone
 archive_events                   | transcript_fingerprint           | character varying
 archive_events                   | transcription_status             | text
 archive_events                   | transcription_provider           | text
 archive_events                   | transcription_error_code         | text
 archive_events                   | transcription_error_message      | text
 archive_events                   | org_id                           | integer
 attendee_registrations           | id                               | integer
 attendee_registrations           | eventId                          | character varying
 attendee_registrations           | name                             | character varying
 attendee_registrations           | email                            | character varying
 attendee_registrations           | company                          | character varying
 attendee_registrations           | jobTitle                         | character varying
 attendee_registrations           | language                         | character varying
 attendee_registrations           | dialIn                           | boolean
 attendee_registrations           | accessGranted                    | boolean
 attendee_registrations           | joinedAt                         | timestamp without time zone
 attendee_registrations           | access_pin                       | character varying
 attendee_registrations           | pin_used_at                      | timestamp without time zone
 attendee_registrations           | createdAt                        | timestamp without time zone
 autonomous_interventions         | id                               | integer
 autonomous_interventions         | event_id                         | character varying
 autonomous_interventions         | conference_id                    | character varying
 autonomous_interventions         | rule_id                          | character varying
 autonomous_interventions         | rule_name                        | character varying
 autonomous_interventions         | trigger_value                    | real
 autonomous_interventions         | threshold                        | real
 autonomous_interventions         | severity                         | character varying
 autonomous_interventions         | bundle_triggered                 | character varying
 autonomous_interventions         | action_taken                     | text
 autonomous_interventions         | acknowledged                     | boolean
 autonomous_interventions         | acknowledged_at                  | timestamp without time zone
 autonomous_interventions         | outcome                          | text
 autonomous_interventions         | created_at                       | timestamp without time zone
 bastion_bookings                 | id                               | integer
 bastion_bookings                 | user_id                          | integer
 bastion_bookings                 | client_name                      | character varying
 bastion_bookings                 | event_title                      | character varying
 bastion_bookings                 | event_type                       | character varying
 bastion_bookings                 | event_date                       | character varying
 bastion_bookings                 | event_time                       | character varying
 bastion_bookings                 | sector                           | character varying
 bastion_bookings                 | ticker                           | character varying
 bastion_bookings                 | expected_attendees               | integer
 bastion_bookings                 | meeting_url                      | character varying
 bastion_bookings                 | platform                         | character varying
 bastion_bookings                 | contact_name                     | character varying
 bastion_bookings                 | contact_email                    | character varying
 bastion_bookings                 | bastion_reference                | character varying
 bastion_bookings                 | confirmation_recipients          | text
 bastion_bookings                 | confirmation_sent_at             | timestamp without time zone
 bastion_bookings                 | dashboard_token                  | character varying
 bastion_bookings                 | status                           | character varying
 bastion_bookings                 | checklist                        | json
 bastion_bookings                 | shadow_session_id                | integer
 bastion_bookings                 | bastion_session_id               | integer
 bastion_bookings                 | notes                            | text
 bastion_bookings                 | report_delivered                 | boolean
 bastion_bookings                 | created_at                       | timestamp without time zone
 bastion_bookings                 | updated_at                       | timestamp without time zone
 bastion_guidance_tracker         | id                               | integer
 bastion_guidance_tracker         | client_name                      | character varying
 bastion_guidance_tracker         | ticker                           | character varying
 bastion_guidance_tracker         | session_id                       | integer
 bastion_guidance_tracker         | guidance_type                    | character varying
 bastion_guidance_tracker         | statement                        | text
 bastion_guidance_tracker         | confidence_level                 | character varying
 bastion_guidance_tracker         | numeric_value                    | character varying
 bastion_guidance_tracker         | timeframe                        | character varying
 bastion_guidance_tracker         | prior_guidance_id                | integer
 bastion_guidance_tracker         | prior_value                      | character varying
 bastion_guidance_tracker         | delta                            | character varying
 bastion_guidance_tracker         | met_or_missed                    | character varying
 bastion_guidance_tracker         | created_at                       | timestamp without time zone
 bastion_intelligence_sessions    | id                               | integer
 bastion_intelligence_sessions    | user_id                          | integer
 bastion_intelligence_sessions    | shadow_session_id                | integer
 bastion_intelligence_sessions    | client_name                      | character varying
 bastion_intelligence_sessions    | event_title                      | character varying
 bastion_intelligence_sessions    | event_type                       | character varying
 bastion_intelligence_sessions    | event_date                       | character varying
 bastion_intelligence_sessions    | sector                           | character varying
 bastion_intelligence_sessions    | ticker                           | character varying
 bastion_intelligence_sessions    | overall_sentiment                | real
 bastion_intelligence_sessions    | management_tone_score            | real
 bastion_intelligence_sessions    | credibility_score                | real
 bastion_intelligence_sessions    | market_moving_statements         | integer
 bastion_intelligence_sessions    | forward_guidance_count           | integer
 bastion_intelligence_sessions    | analyst_questions_total          | integer
 bastion_intelligence_sessions    | analyst_questions_hostile        | integer
 bastion_intelligence_sessions    | investment_brief                 | json
 bastion_intelligence_sessions    | evolution_observations_generated | integer
 bastion_intelligence_sessions    | status                           | character varying
 bastion_intelligence_sessions    | created_at                       | timestamp without time zone
 bastion_intelligence_sessions    | updated_at                       | timestamp without time zone
 bastion_investor_observations    | id                               | integer
 bastion_investor_observations    | session_id                       | integer
 bastion_investor_observations    | algorithm_source                 | character varying
 bastion_investor_observations    | observation_type                 | character varying
 bastion_investor_observations    | severity                         | character varying
 bastion_investor_observations    | title                            | character varying
 bastion_investor_observations    | detail                           | text
 bastion_investor_observations    | confidence                       | real
 bastion_investor_observations    | raw_data                         | json
 bastion_investor_observations    | fed_to_evolution                 | boolean
 bastion_investor_observations    | created_at                       | timestamp without time zone
 billing_activity_log             | id                               | integer
 billing_activity_log             | quote_id                         | integer
 billing_activity_log             | invoice_id                       | integer
 billing_activity_log             | client_id                        | integer
 billing_activity_log             | event_type                       | character varying
 billing_activity_log             | description                      | text
 billing_activity_log             | metadata                         | text
 billing_activity_log             | actor_user_id                    | integer
 billing_activity_log             | actor_type                       | character varying
 billing_activity_log             | ip_address                       | character varying
 billing_activity_log             | user_agent                       | text
 billing_activity_log             | created_at                       | timestamp without time zone
